filename,label
chip_463.tif,Wet
chip_464.tif,Wet
chip_465.tif,Wet
chip_466.tif,Unknown
chip_467.tif,Unknown
chip_468.tif,Wet
chip_469.tif,Unknown
chip_470.tif,Wet
chip_471.tif,Wet
chip_472.tif,Unknown
chip_473.tif,Wet
chip_474.tif,Wet
chip_475.tif,Wet
chip_476.tif,Unknown
chip_477.tif,Dry
chip_478.tif,Unknown
chip_479.tif,Unknown
chip_480.tif,Wet
chip_481.tif,Wet
chip_482.tif,Wet
chip_483.tif,Unknown
chip_484.tif,Wet
chip_485.tif,Wet
chip_486.tif,Dry
chip_487.tif,Unknown
chip_488.tif,Unknown
chip_489.tif,Wet
chip_490.tif,Wet
chip_491.tif,Unknown
chip_492.tif,Unknown
chip_493.tif,Wet
chip_494.tif,Dry
chip_495.tif,Wet
chip_496.tif,Wet
chip_497.tif,Wet
chip_498.tif,Wet
chip_499.tif,Wet
chip_500.tif,Wet
chip_501.tif,Wet
chip_502.tif,Wet
chip_503.tif,Dry
chip_504.tif,Wet
chip_505.tif,Wet
chip_506.tif,Dry
chip_507.tif,Wet
chip_508.tif,Wet
chip_509.tif,Wet
chip_510.tif,Wet
chip_511.tif,Unknown
chip_512.tif,Wet
chip_513.tif,Unknown
chip_514.tif,Wet
chip_515.tif,Wet
chip_516.tif,Wet
chip_517.tif,Unknown
chip_518.tif,Wet
chip_519.tif,Wet
chip_520.tif,Wet
chip_521.tif,Wet
chip_522.tif,Wet
chip_523.tif,Wet
chip_524.tif,Wet
chip_525.tif,Wet
chip_527.tif,Dry
chip_528.tif,Wet
chip_529.tif,Wet
chip_530.tif,Wet
chip_531.tif,Dry
chip_532.tif,Wet
chip_533.tif,Wet
chip_534.tif,Wet
chip_535.tif,Unknown
chip_536.tif,Wet
chip_537.tif,Wet
chip_538.tif,Wet
chip_539.tif,Wet
chip_540.tif,Wet
chip_541.tif,Unknown
chip_542.tif,Wet
chip_543.tif,Wet
chip_544.tif,Wet
chip_545.tif,Wet
chip_546.tif,Wet
chip_547.tif,Dry
chip_548.tif,Wet
chip_549.tif,Wet
chip_550.tif,Wet
chip_551.tif,Wet
chip_552.tif,Wet
chip_553.tif,Wet
chip_554.tif,Unknown
chip_555.tif,Wet
chip_556.tif,Wet
chip_557.tif,Wet
chip_558.tif,Wet
chip_559.tif,Wet
chip_560.tif,Wet
chip_561.tif,Wet
chip_562.tif,Wet
chip_563.tif,Wet
chip_564.tif,Wet
chip_565.tif,Unknown
chip_566.tif,Wet
chip_567.tif,Unknown
chip_568.tif,Unknown
chip_569.tif,Wet
chip_570.tif,Wet
chip_571.tif,Wet
chip_572.tif,Dry
chip_573.tif,Wet
chip_574.tif,Unknown
chip_575.tif,Wet
chip_576.tif,Wet
chip_577.tif,Unknown
chip_578.tif,Wet
chip_579.tif,Wet
chip_580.tif,Unknown
chip_581.tif,Wet
chip_582.tif,Unknown
chip_583.tif,Unknown
chip_584.tif,Wet
chip_585.tif,Wet
chip_586.tif,Wet
chip_587.tif,Unknown
chip_588.tif,Wet
chip_589.tif,Wet
chip_590.tif,Wet
chip_591.tif,Wet
chip_592.tif,Unknown
chip_593.tif,Wet
chip_594.tif,Wet
chip_595.tif,Unknown
chip_596.tif,Wet
chip_597.tif,Wet
chip_599.tif,Unknown
chip_600.tif,Wet
chip_601.tif,Unknown
chip_602.tif,Wet
chip_603.tif,Wet
chip_604.tif,Wet
chip_605.tif,Wet
chip_607.tif,Wet
chip_614.tif,Wet
chip_615.tif,Unknown
chip_616.tif,Unknown
chip_617.tif,Wet
chip_618.tif,Wet
chip_619.tif,Wet
chip_620.tif,Unknown
chip_622.tif,Wet
chip_623.tif,Unknown
chip_624.tif,Wet
chip_625.tif,Wet
chip_626.tif,Wet
chip_627.tif,Wet
chip_628.tif,Wet
chip_629.tif,Wet
chip_630.tif,Wet
chip_631.tif,Wet
chip_632.tif,Wet
chip_633.tif,Unknown
chip_634.tif,Wet
chip_635.tif,Wet
chip_636.tif,Wet
chip_637.tif,Wet
chip_638.tif,Unknown
chip_639.tif,Wet
chip_640.tif,Unknown
chip_641.tif,Wet
chip_642.tif,Wet
chip_643.tif,Wet
chip_644.tif,Wet
chip_645.tif,Wet
chip_646.tif,Wet
chip_647.tif,Wet
chip_648.tif,Wet
chip_649.tif,Wet
chip_650.tif,Wet
chip_651.tif,Wet
chip_652.tif,Dry
chip_653.tif,Wet
chip_654.tif,Wet
chip_655.tif,Wet
chip_656.tif,Wet
chip_657.tif,Wet
chip_658.tif,Unknown
chip_659.tif,Wet
chip_660.tif,Wet
chip_661.tif,Unknown
chip_662.tif,Wet
chip_663.tif,Wet
chip_664.tif,Wet
chip_665.tif,Wet
chip_666.tif,Wet
chip_667.tif,Wet
chip_668.tif,Wet
chip_669.tif,Wet
chip_670.tif,Wet
chip_671.tif,Wet
chip_672.tif,Wet
chip_673.tif,Unknown
chip_674.tif,Unknown
chip_675.tif,Wet
chip_676.tif,Wet
chip_677.tif,Wet
chip_678.tif,Wet
chip_679.tif,Unknown
chip_680.tif,Wet
chip_681.tif,Wet
chip_682.tif,Unknown
chip_683.tif,Dry
chip_684.tif,Wet
chip_685.tif,Wet
chip_686.tif,Wet
chip_687.tif,Unknown
chip_688.tif,Wet
chip_689.tif,Wet
chip_690.tif,Wet
chip_692.tif,Wet
chip_693.tif,Dry
chip_694.tif,Wet
chip_695.tif,Wet
chip_696.tif,Wet
chip_697.tif,Unknown
chip_698.tif,Unknown
chip_699.tif,Unknown
chip_700.tif,Unknown
chip_701.tif,Wet
chip_702.tif,Wet
chip_703.tif,Unknown
chip_704.tif,Unknown
chip_705.tif,Wet
chip_706.tif,Unknown
chip_707.tif,Wet
chip_708.tif,Wet
chip_709.tif,Unknown
chip_710.tif,Wet
chip_711.tif,Wet
chip_712.tif,Wet
chip_713.tif,Wet
chip_714.tif,Wet
chip_715.tif,Wet
chip_716.tif,Wet
chip_717.tif,Dry
chip_718.tif,Wet
chip_719.tif,Wet
chip_720.tif,Wet
chip_721.tif,Wet
chip_722.tif,Wet
chip_723.tif,Wet
chip_725.tif,Dry
chip_726.tif,Wet
chip_727.tif,Wet
chip_728.tif,Wet
chip_729.tif,Wet
chip_730.tif,Wet
chip_731.tif,Wet
chip_732.tif,Wet
chip_733.tif,Dry
chip_734.tif,Wet
chip_735.tif,Unknown
chip_736.tif,Wet
chip_738.tif,Wet
chip_739.tif,Unknown
chip_740.tif,Dry
chip_741.tif,Dry
chip_742.tif,Wet
chip_743.tif,Wet
chip_744.tif,Wet
chip_745.tif,Unknown
chip_746.tif,Unknown
chip_747.tif,Wet
chip_748.tif,Wet
chip_749.tif,Wet
chip_750.tif,Wet
chip_751.tif,Wet
chip_752.tif,Unknown
chip_753.tif,Wet
chip_754.tif,Wet
chip_755.tif,Wet
chip_756.tif,Unknown
chip_757.tif,Wet
chip_758.tif,Wet
chip_759.tif,Unknown
chip_760.tif,Unknown
chip_761.tif,Wet
chip_762.tif,Wet
chip_763.tif,Wet
chip_764.tif,Wet
chip_765.tif,Wet
chip_766.tif,Wet
chip_767.tif,Wet
chip_768.tif,Wet
chip_769.tif,Wet
chip_770.tif,Wet
chip_772.tif,Wet
chip_773.tif,Wet
chip_774.tif,Wet
chip_775.tif,Wet
chip_776.tif,Wet
chip_777.tif,Wet
chip_778.tif,Wet
chip_779.tif,Wet
chip_780.tif,Wet
chip_781.tif,Wet
chip_782.tif,Wet
chip_783.tif,Unknown
chip_784.tif,Wet
chip_785.tif,Wet
chip_786.tif,Wet
chip_787.tif,Wet
chip_788.tif,Unknown
chip_789.tif,Wet
chip_790.tif,Wet
chip_791.tif,Wet
chip_792.tif,Wet
chip_793.tif,Wet
chip_794.tif,Dry
chip_795.tif,Wet
chip_796.tif,Wet
chip_797.tif,Wet
chip_798.tif,Wet
chip_799.tif,Wet
chip_800.tif,Wet
chip_801.tif,Wet
chip_802.tif,Dry
chip_803.tif,Unknown
chip_804.tif,Wet
chip_805.tif,Unknown
chip_806.tif,Wet
chip_807.tif,Wet
chip_808.tif,Wet
chip_809.tif,Wet
chip_810.tif,Unknown
chip_811.tif,Wet
chip_812.tif,Wet
chip_813.tif,Wet
chip_814.tif,Wet
chip_815.tif,Wet
chip_816.tif,Unknown
chip_817.tif,Wet
chip_818.tif,Wet
chip_819.tif,Wet
chip_820.tif,Wet
chip_821.tif,Wet
chip_822.tif,Wet
chip_823.tif,Dry
chip_824.tif,Wet
chip_825.tif,Unknown
chip_826.tif,Wet
chip_827.tif,Wet
chip_828.tif,Dry
chip_829.tif,Wet
chip_830.tif,Wet
chip_831.tif,Wet
chip_832.tif,Wet
chip_833.tif,Wet
chip_834.tif,Wet
chip_835.tif,Wet
chip_836.tif,Wet
chip_837.tif,Wet
chip_838.tif,Wet
chip_839.tif,Wet
chip_840.tif,Wet
chip_841.tif,Wet
chip_842.tif,Wet
chip_843.tif,Wet
chip_844.tif,Wet
chip_845.tif,Wet
chip_846.tif,Dry
chip_847.tif,Wet
chip_848.tif,Unknown
chip_849.tif,Unknown
chip_850.tif,Wet
chip_851.tif,Wet
chip_853.tif,Wet
chip_854.tif,Wet
chip_855.tif,Unknown
chip_856.tif,Wet
chip_857.tif,Wet
chip_858.tif,Wet
chip_859.tif,Unknown
chip_860.tif,Wet
chip_861.tif,Wet
chip_862.tif,Wet
chip_863.tif,Wet
chip_864.tif,Wet
chip_865.tif,Unknown
chip_866.tif,Wet
chip_867.tif,Wet
chip_868.tif,Wet
chip_869.tif,Wet
chip_870.tif,Wet
chip_871.tif,Wet
chip_872.tif,Wet
chip_873.tif,Wet
chip_874.tif,Dry
chip_875.tif,Dry
chip_876.tif,Wet
chip_877.tif,Unknown
chip_878.tif,Wet
chip_879.tif,Wet
chip_880.tif,Wet
chip_881.tif,Wet
chip_882.tif,Wet
chip_883.tif,Wet
chip_884.tif,Unknown
chip_885.tif,Wet
chip_886.tif,Wet
chip_887.tif,Wet
chip_888.tif,Wet
chip_889.tif,Unknown
chip_890.tif,Wet
chip_891.tif,Wet
chip_892.tif,Wet
chip_893.tif,Wet
chip_894.tif,Dry
chip_895.tif,Unknown
chip_896.tif,Dry
chip_897.tif,Wet
chip_898.tif,Unknown
chip_899.tif,Wet
chip_900.tif,Wet
chip_901.tif,Wet
chip_902.tif,Wet
chip_903.tif,Dry
